State,Date,total_population,cumulative_cases,cumulative_cases_per_100_000,cumulative_deaths,cumulative_deaths_per_100_000,new_cases,new_cases_7_day_rolling_avg,new_deaths,new_deaths_7_day_rolling_avg,new_deaths_per_100_000,new_cases_per_100_000,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Texas,5/2/20,28701845,30917,107.72,863,3.01,1225,966.2857143,23,32.14285714,0.08,4.27,5/2/20,"243,935",4/25/20,"1,133,324","12,304,547",9.21
Texas,5/9/20,28701845,38394,133.77,1066,3.71,1148,1068.142857,41,29,0.14,4,5/9/20,"141,553",5/2/20,"1,181,609","12,304,547",9.6
Texas,5/16/20,28701845,47452,165.33,1318,4.59,1731,1294,38,36,0.13,6.03,5/16/20,"134,065",5/9/20,"1,300,576","12,304,547",10.57
Texas,5/23/20,28701845,54776,190.84,1478,5.15,1237,1046.285714,8,22.85714286,0.03,4.31,5/23/20,"127,717",5/16/20,"1,272,557","12,304,547",10.34
Texas,5/30/20,28701845,62894,219.13,1657,5.77,1993,1159.714286,38,25.57142857,0.13,6.94,5/30/20,"106,677",5/23/20,"1,401,773","12,304,547",11.39
Texas,6/6/20,28701845,74470,259.46,1833,6.39,1922,1653.714286,21,25.14285714,0.07,6.7,6/6/20,"89,676",5/30/20,"1,215,507","12,304,547",9.88
Texas,6/13/20,28701845,86915,302.82,1971,6.87,1988,1777.857143,15,19.71428571,0.05,6.93,6/13/20,"94,723",6/6/20,"1,297,296","12,304,547",10.54
Texas,6/20/20,28701845,109581,381.79,2183,7.61,4187,3238,25,30.28571429,0.09,14.59,6/20/20,"89,547",6/13/20,"1,221,813","12,304,547",9.93
Texas,6/27/20,28701845,145894,508.31,2388,8.32,5721,5187.571429,34,29.28571429,0.12,19.93,6/27/20,"96,593",6/20/20,"1,301,714","12,304,547",10.58
Texas,7/4/20,28701845,193958,675.77,2620,9.13,7159,6866.285714,20,33.14285714,0.07,24.94,7/4/20,"117,099",6/27/20,"1,237,931","12,304,547",10.06
Utah,2/1/20,3161105,0,0,0,0,0,0,0,0,0,0,2/1/20,"1,290",1/25/20,"11,872","1,459,679",0.81
Utah,2/8/20,3161105,0,0,0,0,0,0,0,0,0,0,2/8/20,"1,303",2/1/20,"12,187","1,459,679",0.83
Utah,2/15/20,3161105,0,0,0,0,0,0,0,0,0,0,2/15/20,"1,097",2/8/20,"12,131","1,459,679",0.83
Utah,2/22/20,3161105,0,0,0,0,0,0,0,0,0,0,2/22/20,"1,008",2/15/20,"11,960","1,459,679",0.82
Utah,2/29/20,3161105,0,0,0,0,0,0,0,0,0,0,2/29/20,885,2/22/20,"11,451","1,459,679",0.78
Utah,3/7/20,3161105,1,0.03,0,0,1,0.142857143,0,0,0,0.03,3/7/20,"1,015",2/29/20,"11,077","1,459,679",0.76
Utah,3/14/20,3161105,10,0.32,0,0,1,1.285714286,0,0,0,0.03,3/14/20,"1,305",3/7/20,"10,701","1,459,679",0.73
Utah,3/21/20,3161105,118,3.73,0,0,23,15.42857143,0,0,0,0.73,3/21/20,"19,690",3/14/20,"10,826","1,459,679",0.74
Utah,3/28/20,3161105,602,19.04,1,0.03,130,69.14285714,0,0.142857143,0,4.11,3/28/20,"28,532",3/21/20,"24,635","1,459,679",1.69
Utah,4/4/20,3161105,1428,45.17,8,0.25,180,118,1,1,0.03,5.69,4/4/20,"33,040",3/28/20,"45,161","1,459,679",3.09
Utah,4/11/20,3161105,2207,69.82,18,0.57,104,111.2857143,1,1.428571429,0.03,3.29,4/11/20,"24,515",4/4/20,"72,798","1,474,336",4.94
Utah,4/18/20,3161105,2917,92.28,25,0.79,124,101.4285714,2,2,0.06,3.92,4/18/20,"19,649",4/11/20,"88,281","1,474,336",5.99
Utah,4/25/20,3161105,3948,124.89,41,1.3,166,147.2857143,2,2.285714286,0.06,5.25,4/25/20,"11,738",4/18/20,"89,495","1,474,336",6.07
Utah,5/2/20,3161105,4985,157.7,49,1.55,157,148.1428571,3,1.142857143,0.09,4.97,5/2/20,"8,992",4/25/20,"92,872","1,474,336",6.3
Utah,5/9/20,3161105,6103,193.07,66,2.09,184,159.7142857,5,2.428571429,0.16,5.82,5/9/20,"7,076",5/2/20,"91,591","1,474,336",6.21
Utah,5/16/20,3161105,7068,223.59,78,2.47,155,137.8571429,1,1.714285714,0.03,4.9,5/16/20,"6,228",5/9/20,"86,298","1,474,336",5.85
Utah,5/23/20,3161105,8260,261.3,97,3.07,203,170.2857143,4,2.714285714,0.13,6.42,5/23/20,"5,405",5/16/20,"82,054","1,474,336",5.57
Utah,5/30/20,3161105,9533,301.57,112,3.54,269,181.8571429,5,2.142857143,0.16,8.51,5/30/20,"4,948",5/23/20,"79,316","1,474,336",5.38
Utah,6/6/20,3161105,11798,373.22,121,3.83,546,323.5714286,1,1.285714286,0.03,17.27,6/6/20,"5,382",5/30/20,"78,145","1,474,336",5.3
Utah,6/13/20,3161105,13981,442.28,139,4.4,404,311.8571429,0,2.571428571,0,12.78,6/13/20,"4,803",6/6/20,"75,383","1,474,336",5.11
Utah,6/20/20,3161105,17068,539.94,155,4.9,643,441,0,2.285714286,0,20.34,6/20/20,"4,915",6/13/20,"73,619","1,474,336",4.99
Utah,6/27/20,3161105,20628,652.56,167,5.28,578,508.5714286,1,1.714285714,0.03,18.28,6/27/20,"4,965",6/20/20,"72,216","1,474,336",4.9
Utah,7/4/20,3161105,24542,776.37,181,5.73,676,559.1428571,0,2,0,21.38,7/4/20,"4,802",6/27/20,"70,639","1,474,336",4.79
Vermont,2/1/20,626299,0,0,0,0,0,0,0,0,0,0,2/1/20,481,1/25/20,"5,006","303,508",1.65
Vermont,2/8/20,626299,0,0,0,0,0,0,0,0,0,0,2/8/20,475,2/1/20,"4,824","303,508",1.59
Vermont,2/15/20,626299,0,0,0,0,0,0,0,0,0,0,2/15/20,543,2/8/20,"4,931","303,508",1.62
Vermont,2/22/20,626299,0,0,0,0,0,0,0,0,0,0,2/22/20,610,2/15/20,"4,872","303,508",1.61
Vermont,2/29/20,626299,0,0,0,0,0,0,0,0,0,0,2/29/20,863,2/22/20,"5,039","303,508",1.66
Vermont,3/7/20,626299,0,0,0,0,0,0,0,0,0,0,3/7/20,446,2/29/20,"5,219","303,508",1.72
Vermont,3/14/20,626299,5,0.8,0,0,3,0.714285714,0,0,0,0.48,3/14/20,659,3/7/20,"4,896","303,508",1.61
Vermont,3/21/20,626299,49,7.82,2,0.32,20,6.285714286,0,0.285714286,0,3.19,3/21/20,"3,784",3/14/20,"4,810","303,508",1.58
Vermont,3/28/20,626299,211,33.69,12,1.92,27,23.14285714,2,1.428571429,0.32,4.31,3/28/20,"14,633",3/21/20,"13,797","303,508",4.55
Vermont,4/4/20,626299,461,73.61,20,3.19,72,35.71428571,3,1.142857143,0.48,11.5,4/4/20,"16,474",3/28/20,"21,953","303,508",7.23
Vermont,4/11/20,626299,711,113.52,25,3.99,32,35.71428571,1,0.714285714,0.16,5.11,4/11/20,"9,662",4/4/20,"31,204","303,379",10.29
Vermont,4/18/20,626299,803,128.21,38,6.07,24,13.14285714,3,1.857142857,0.48,3.83,4/18/20,"6,598",4/11/20,"64,313","303,379",21.2
Vermont,4/25/20,626299,843,134.6,46,7.34,16,5.714285714,2,1.142857143,0.32,2.55,4/25/20,"5,117",4/18/20,"76,457","303,379",25.2
Vermont,5/2/20,626299,886,141.47,51,8.14,7,6.142857143,1,0.714285714,0.16,1.12,5/2/20,"3,875",4/25/20,"60,535","303,379",19.95
Vermont,5/9/20,626299,921,147.05,53,8.46,2,5,0,0.5,0,0.32,5/9/20,"2,913",5/2/20,"57,040","303,379",18.8
Vermont,5/16/20,626299,934,149.13,53,8.46,1,2.333333333,0,0,0,0.16,5/16/20,"2,199",5/9/20,"55,103","303,379",18.16
Vermont,5/23/20,626299,954,152.32,54,8.62,2,2.857142857,0,0.142857143,0,0.32,5/23/20,"1,552",5/16/20,"50,285","303,379",16.57
Vermont,5/30/20,626299,977,156,55,8.78,2,3.285714286,0,0.142857143,0,0.32,5/30/20,"1,465",5/23/20,"46,316","303,379",15.27
Vermont,6/6/20,626299,1046,167.01,55,8.78,19,9.857142857,0,0,0,3.03,6/6/20,"1,650",5/30/20,"45,207","303,379",14.9
Vermont,6/13/20,626299,1125,179.63,55,8.78,6,11.28571429,0,0,0,0.96,6/13/20,"1,859",6/6/20,"43,338","303,379",14.29
Vermont,6/20/20,626299,1147,183.14,56,8.94,3,3.833333333,0,0.142857143,0,0.48,6/20/20,"1,389",6/13/20,"42,681","303,379",14.07
Vermont,6/27/20,626299,1200,191.6,56,8.94,2,7.571428571,0,0,0,0.32,6/27/20,"2,163",6/20/20,"42,420","303,379",13.98
Vermont,7/4/20,626299,1238,197.67,56,8.94,2,5.428571429,0,0,0,0.32,7/4/20,"1,876",6/27/20,"39,089","303,379",12.88
Virginia,2/1/20,8517685,0,0,0,0,0,0,0,0,0,0,2/1/20,"2,575",1/25/20,"22,263","3,731,069",0.6
Virginia,2/8/20,8517685,0,0,0,0,0,0,0,0,0,0,2/8/20,"3,097",2/1/20,"22,049","3,731,069",0.59
Virginia,2/15/20,8517685,0,0,0,0,0,0,0,0,0,0,2/15/20,"2,693",2/8/20,"22,481","3,731,069",0.6
Virginia,2/22/20,8517685,0,0,0,0,0,0,0,0,0,0,2/22/20,"2,079",2/15/20,"22,493","3,731,069",0.6
Virginia,2/29/20,8517685,0,0,0,0,0,0,0,0,0,0,2/29/20,"3,267",2/22/20,"22,203","3,731,069",0.6
Virginia,3/7/20,8517685,0,0,0,0,0,0,0,0,0,0,3/7/20,"2,527",2/29/20,"22,714","3,731,069",0.61
Virginia,3/14/20,8517685,37,0.43,1,0.01,10,5.285714286,1,0.142857143,0.01,0.12,3/14/20,"2,706",3/7/20,"21,336","3,731,069",0.57
Virginia,3/21/20,8517685,157,1.84,3,0.04,34,17.14285714,1,0.285714286,0.01,0.4,3/21/20,"46,277",3/14/20,"21,628","3,731,069",0.58
Virginia,3/28/20,8517685,740,8.69,13,0.15,133,83.28571429,3,1.428571429,0.04,1.56,3/28/20,"112,497",3/21/20,"41,827","3,731,069",1.12
Virginia,4/4/20,8517685,2407,28.26,52,0.61,395,238.1428571,6,7.333333333,0.07,4.64,4/4/20,"147,369",3/28/20,"133,184","3,731,069",3.57
Virginia,4/11/20,8517685,5077,59.61,130,1.53,568,381.4285714,9,11.14285714,0.11,6.67,4/11/20,"104,619",4/4/20,"236,791","3,731,069",6.35
Virginia,4/18/20,8517685,8053,94.54,258,3.03,562,425.1428571,27,18.28571429,0.32,6.6,4/18/20,"82,729",4/11/20,"297,993","3,739,821",7.97
Virginia,4/25/20,8517685,12366,145.18,437,5.13,772,616.1428571,26,25.57142857,0.31,9.06,4/25/20,"72,488",4/18/20,"341,295","3,739,821",9.13
Virginia,5/2/20,8517685,17738,208.25,617,7.24,836,767.4285714,36,25.71428571,0.42,9.81,5/2/20,"59,631",4/25/20,"376,689","3,739,821",10.07
Virginia,5/9/20,8517685,23196,272.33,827,9.71,854,779.7142857,15,30,0.18,10.03,5/9/20,"52,139",5/2/20,"392,673","3,739,821",10.5
Virginia,5/16/20,8517685,29683,348.49,1003,11.78,1011,926.7142857,25,25.14285714,0.29,11.87,5/16/20,"44,699",5/9/20,"403,557","3,739,821",10.79
Virginia,5/23/20,8517685,35749,419.7,1159,13.61,799,866.5714286,23,22.28571429,0.27,9.38,5/23/20,"39,242",5/16/20,"402,926","3,739,821",10.77
Virginia,5/30/20,8517685,43611,512.01,1370,16.08,1078,1123.142857,12,30.14285714,0.14,12.66,5/30/20,"31,379",5/23/20,"398,411","3,739,821",10.65
Virginia,6/6/20,8517685,49397,579.93,1461,17.15,865,826.5714286,7,13,0.08,10.16,6/6/20,"29,231",5/30/20,"396,056","3,739,821",10.59
Virginia,6/13/20,8517685,53869,632.44,1541,18.09,658,638.8571429,7,11.42857143,0.08,7.73,6/13/20,"27,186",6/6/20,"386,893","3,739,821",10.35
Virginia,6/20/20,8517685,57443,674.4,1607,18.87,650,510.5714286,5,9.428571429,0.06,7.63,6/20/20,"25,293",6/13/20,"375,579","3,739,821",10.04
Virginia,6/27/20,8517685,61247,719.06,1724,20.24,677,543.4285714,24,16.71428571,0.28,7.95,6/27/20,"31,955",6/20/20,"366,714","3,739,821",9.81
Virginia,7/4/20,8517685,65109,764.4,1849,21.71,716,551.7142857,4,17.85714286,0.05,8.41,7/4/20,"31,825",6/27/20,"378,607","3,739,821",10.12
Washington,2/1/20,7535591,1,0.01,0,0,0,0,0,0,0,0,2/1/20,"6,619",1/25/20,"65,260","3,333,838",1.96
Washington,2/8/20,7535591,1,0.01,0,0,0,0,0,0,0,0,2/8/20,"7,161",2/1/20,"64,144","3,333,838",1.92
Washington,2/15/20,7535591,1,0.01,0,0,0,0,0,0,0,0,2/15/20,"6,311",2/8/20,"61,819","3,333,838",1.85
Washington,2/22/20,7535591,1,0.01,0,0,0,0,0,0,0,0,2/22/20,"5,585",2/15/20,"59,819","3,333,838",1.79
Washington,2/29/20,7535591,7,0.09,1,0.01,6,0.857142857,1,0.142857143,0.01,0.08,2/29/20,"5,770",2/22/20,"58,586","3,333,838",1.76
Washington,3/7/20,7535591,102,1.35,16,0.21,24,13.57142857,3,2.142857143,0.04,0.32,3/7/20,"6,616",2/29/20,"56,513","3,333,838",1.7
Washington,3/14/20,7535591,642,8.52,39,0.52,74,77.14285714,2,3.285714286,0.03,0.98,3/14/20,"14,240",3/7/20,"55,588","3,333,838",1.67
Washington,3/21/20,7535591,1793,23.79,94,1.25,269,198.3333333,11,7.857142857,0.15,3.57,3/21/20,"129,909",3/14/20,"62,623","3,333,838",1.88
Washington,3/28/20,7535591,4030,53.48,188,2.49,553,319.5714286,31,13.42857143,0.41,7.34,3/28/20,"182,849",3/21/20,"158,025","3,333,838",4.74
Washington,4/4/20,7535591,7247,96.17,315,4.18,401,459.5714286,24,18.14285714,0.32,5.32,4/4/20,"171,252",3/28/20,"309,411","3,333,838",9.28
Washington,4/11/20,7535591,10434,138.46,495,6.57,315,455.2857143,12,25.71428571,0.16,4.18,4/11/20,"144,455",4/4/20,"442,936","3,351,028",13.22
Washington,4/18/20,7535591,11776,156.27,613,8.13,259,191.7142857,10,16.85714286,0.13,3.44,4/18/20,"83,475",4/11/20,"535,185","3,351,028",15.97
Washington,4/25/20,7535591,13319,176.75,737,9.78,342,220.4285714,15,17.71428571,0.2,4.54,4/25/20,"139,505",4/18/20,"573,374","3,351,028",17.11
Washington,5/2/20,7535591,15003,199.1,830,11.01,366,240.5714286,6,13.28571429,0.08,4.86,5/2/20,"102,216",4/25/20,"604,048","3,351,028",18.03
Washington,5/9/20,7535591,16674,221.27,921,12.22,286,238.7142857,16,13,0.21,3.8,5/9/20,"110,831",5/2/20,"739,795","3,351,028",22.08
Washington,5/16/20,7535591,18288,242.69,999,13.26,337,230.5714286,8,11.14285714,0.11,4.47,5/16/20,"140,119",5/9/20,"1,045,456","3,351,028",31.2
Washington,5/23/20,7535591,19265,255.65,1050,13.93,0,139.5714286,0,7.285714286,0,0,5/23/20,"49,436",5/16/20,"593,287","3,351,028",17.7
Washington,5/30/20,7535591,21349,283.31,1118,14.84,278,297.7142857,7,9.714285714,0.09,3.69,5/30/20,"31,929",5/23/20,"479,768","3,351,028",14.32
Washington,6/6/20,7535591,23442,311.08,1153,15.3,449,299,4,5,0.05,5.96,6/6/20,"30,677",5/30/20,"438,156","3,351,028",13.08
Washington,6/13/20,7535591,25538,338.9,1213,16.1,367,299.4285714,9,8.571428571,0.12,4.87,6/13/20,"30,217",6/6/20,"410,204","3,351,028",12.24
Washington,6/20/20,7535591,28225,374.56,1265,16.79,624,383.8571429,10,9.5,0.13,8.28,6/20/20,"30,793",6/13/20,"418,459","3,351,028",12.49
Washington,6/27/20,7535591,31404,416.74,1310,17.38,549,454.1428571,6,6.428571429,0.08,7.29,6/27/20,"33,266",6/20/20,"416,604","3,351,028",12.43
Washington,7/4/20,7535591,35247,467.74,1354,17.97,469,549,2,6.285714286,0.03,6.22,7/4/20,"29,506",6/27/20,"380,975","3,351,028",11.37
West Virginia,2/1/20,1805832,0,0,0,0,0,0,0,0,0,0,2/1/20,"1,364",1/25/20,"16,905","670,051",2.52
West Virginia,2/8/20,1805832,0,0,0,0,0,0,0,0,0,0,2/8/20,"1,206",2/1/20,"16,588","670,051",2.48
West Virginia,2/15/20,1805832,0,0,0,0,0,0,0,0,0,0,2/15/20,"1,172",2/8/20,"16,856","670,051",2.52
West Virginia,2/22/20,1805832,0,0,0,0,0,0,0,0,0,0,2/22/20,"1,207",2/15/20,"17,355","670,051",2.59
West Virginia,2/29/20,1805832,0,0,0,0,0,0,0,0,0,0,2/29/20,"1,108",2/22/20,"16,797","670,051",2.51
West Virginia,3/7/20,1805832,0,0,0,0,0,0,0,0,0,0,3/7/20,"1,033",2/29/20,"16,110","670,051",2.4
West Virginia,3/14/20,1805832,0,0,0,0,0,0,0,0,0,0,3/14/20,865,3/7/20,"15,394","670,051",2.3
West Virginia,3/21/20,1805832,12,0.66,0,0,4,1.714285714,0,0,0,0.22,3/21/20,"3,536",3/14/20,"14,154","670,051",2.11
West Virginia,3/28/20,1805832,96,5.32,0,0,20,12,0,0,0,1.11,3/28/20,"14,523",3/21/20,"21,145","670,051",3.16
West Virginia,4/4/20,1805832,282,15.62,2,0.11,45,26.57142857,0,0.285714286,0,2.49,4/4/20,"14,494",3/28/20,"36,690","670,051",5.48
West Virginia,4/11/20,1805832,577,31.95,5,0.28,3,42.14285714,0,0.428571429,0,0.17,4/11/20,"14,944",4/4/20,"48,597","667,871",7.28
West Virginia,4/18/20,1805832,785,43.47,16,0.89,10,29.71428571,0,1.571428571,0,0.55,4/18/20,"46,755",4/11/20,"96,128","667,871",14.39
West Virginia,4/25/20,1805832,1010,55.93,32,1.77,0,32.14285714,0,2.285714286,0,0,4/25/20,"29,818",4/18/20,"146,566","667,871",21.95
West Virginia,5/2/20,1805832,1185,65.62,48,2.66,33,25,2,2.285714286,0.11,1.83,5/2/20,"13,227",4/25/20,"110,377","667,871",16.53
West Virginia,5/9/20,1805832,1323,73.26,52,2.88,0,23.66666667,0,0.571428571,0,0,5/9/20,"6,045",5/2/20,"107,405","667,871",16.08
West Virginia,5/16/20,1805832,1470,81.4,64,3.54,23,21,0,1.714285714,0,1.27,5/16/20,"5,026",5/9/20,"98,794","667,871",14.79
West Virginia,5/23/20,1805832,1705,94.42,72,3.99,0,33.57142857,0,1.142857143,0,0,5/23/20,"4,904",5/16/20,"93,086","667,871",13.94
West Virginia,5/30/20,1805832,1989,110.14,75,4.15,38,40.57142857,1,0.428571429,0.06,2.1,5/30/20,"4,685",5/23/20,"84,610","667,871",12.67
West Virginia,6/6/20,1805832,2136,118.28,84,4.65,17,21,0,1.285714286,0,0.94,6/6/20,"4,413",5/30/20,"83,162","667,871",12.45
West Virginia,6/13/20,1805832,2274,125.93,88,4.87,25,19.71428571,0,0.571428571,0,1.38,6/13/20,"4,327",6/6/20,"75,236","667,871",11.27
West Virginia,6/20/20,1805832,2500,138.44,88,4.87,32,32.28571429,0,0,0,1.77,6/20/20,"3,756",6/13/20,"70,276","667,871",10.52
West Virginia,6/27/20,1805832,2782,154.06,93,5.15,52,40.28571429,1,0.714285714,0.06,2.88,6/27/20,"3,532",6/20/20,"69,096","667,871",10.35
West Virginia,7/4/20,1805832,3205,177.48,94,5.21,79,60.42857143,1,0.142857143,0.06,4.37,7/4/20,"3,330",6/27/20,"65,556","667,871",9.82
Wisconsin,2/1/20,5813568,0,0,0,0,0,0,0,0,0,0,2/1/20,"6,280",1/25/20,"44,425","2,851,929",1.56
Wisconsin,2/8/20,5813568,0,0,0,0,0,0,0,0,0,0,2/8/20,"6,579",2/1/20,"44,477","2,851,929",1.56
Wisconsin,2/15/20,5813568,0,0,0,0,0,0,0,0,0,0,2/15/20,"5,808",2/8/20,"44,163","2,851,929",1.55
Wisconsin,2/22/20,5813568,0,0,0,0,0,0,0,0,0,0,2/22/20,"6,098",2/15/20,"43,996","2,851,929",1.54
Wisconsin,2/29/20,5813568,0,0,0,0,0,0,0,0,0,0,2/29/20,"5,658",2/22/20,"43,574","2,851,929",1.53
Wisconsin,3/7/20,5813568,0,0,0,0,0,0,0,0,0,0,3/7/20,"5,052",2/29/20,"42,337","2,851,929",1.48
Wisconsin,3/14/20,5813568,27,0.46,0,0,8,3.857142857,0,0,0,0.14,3/14/20,"5,190",3/7/20,"40,738","2,851,929",1.43
Wisconsin,3/21/20,5813568,282,4.85,4,0.07,63,36.42857143,1,0.833333333,0.02,1.08,3/21/20,"51,031",3/14/20,"43,607","2,851,929",1.53
Wisconsin,3/28/20,5813568,1055,18.15,17,0.29,129,110.4285714,3,1.857142857,0.05,2.22,3/28/20,"110,934",3/21/20,"99,574","2,851,929",3.49
Wisconsin,4/4/20,5813568,2030,34.92,54,0.93,18,139.2857143,3,5.285714286,0.05,0.31,4/4/20,"104,823",3/28/20,"208,387","2,851,929",7.31
Wisconsin,4/11/20,5813568,3213,55.27,137,2.36,145,169,9,11.85714286,0.15,2.49,4/11/20,"70,000",4/4/20,"262,847","2,853,837",9.21
Wisconsin,4/18/20,5813568,4199,72.23,212,3.65,146,140.8571429,6,10.71428571,0.1,2.51,4/18/20,"55,883",4/11/20,"299,532","2,853,837",10.5
Wisconsin,4/25/20,5813568,5687,97.82,266,4.58,331,212.5714286,3,7.714285714,0.05,5.69,4/25/20,"49,993",4/18/20,"321,063","2,853,837",11.25
Wisconsin,5/2/20,5813568,7660,131.76,334,5.75,346,281.8571429,7,9.714285714,0.12,5.95,5/2/20,"37,885",4/25/20,"314,025","2,853,837",11
Wisconsin,5/9/20,5813568,9939,170.96,398,6.85,349,325.5714286,14,9.142857143,0.24,6,5/9/20,"38,710",5/2/20,"313,248","2,853,837",10.98
Wisconsin,5/16/20,5813568,12187,209.63,453,7.79,502,321.1428571,8,7.857142857,0.14,8.63,5/16/20,"31,287",5/9/20,"308,397","2,853,837",10.81
Wisconsin,5/23/20,5813568,14877,255.9,507,8.72,481,384.2857143,11,7.714285714,0.19,8.27,5/23/20,"28,967",5/16/20,"291,677","2,853,837",10.22
Wisconsin,5/30/20,5813568,18230,313.58,588,10.11,523,479,20,11.57142857,0.34,9,5/30/20,"24,661",5/23/20,"269,678","2,853,837",9.45
Wisconsin,6/6/20,5813568,20571,353.84,645,11.09,322,334.4285714,12,8.142857143,0.21,5.54,6/6/20,"25,047",5/30/20,"255,805","2,853,837",8.96
Wisconsin,6/13/20,5813568,22518,387.34,691,11.89,272,278.1428571,2,7.833333333,0.03,4.68,6/13/20,"25,543",6/6/20,"238,528","2,853,837",8.36
Wisconsin,6/20/20,5813568,24539,422.1,744,12.8,385,288.7142857,14,7.571428571,0.24,6.62,6/20/20,"25,428",6/13/20,"225,424","2,853,837",7.9
Wisconsin,6/27/20,5813568,27286,469.35,777,13.37,539,392.4285714,11,4.714285714,0.19,9.27,6/27/20,"24,925",6/20/20,"222,897","2,853,837",7.81
Wisconsin,7/4/20,5813568,31055,534.18,796,13.69,738,538.4285714,0,2.714285714,0,12.69,7/4/20,"27,385",6/27/20,"218,553","2,853,837",7.66
Wyoming,2/1/20,577737,0,0,0,0,0,0,0,0,0,0,2/1/20,529,1/25/20,"3,475","268,518",1.29
Wyoming,2/8/20,577737,0,0,0,0,0,0,0,0,0,0,2/8/20,589,2/1/20,"3,507","268,518",1.31
Wyoming,2/15/20,577737,0,0,0,0,0,0,0,0,0,0,2/15/20,598,2/8/20,"3,699","268,518",1.38
Wyoming,2/22/20,577737,0,0,0,0,0,0,0,0,0,0,2/22/20,389,2/15/20,"3,611","268,518",1.34
Wyoming,2/29/20,577737,0,0,0,0,0,0,0,0,0,0,2/29/20,471,2/22/20,"3,543","268,518",1.32
Wyoming,3/7/20,577737,0,0,0,0,0,0,0,0,0,0,3/7/20,534,2/29/20,"3,508","268,518",1.31
Wyoming,3/14/20,577737,2,0.35,0,0,1,0.285714286,0,0,0,0.17,3/14/20,517,3/7/20,"3,375","268,518",1.26
Wyoming,3/21/20,577737,23,3.98,0,0,2,3,0,0,0,0.35,3/21/20,"3,653",3/14/20,"3,197","268,518",1.19
Wyoming,3/28/20,577737,82,14.19,0,0,12,8.428571429,0,0,0,2.08,3/28/20,"6,396",3/21/20,"4,519","268,518",1.68
Wyoming,4/4/20,577737,187,32.37,0,0,25,15,0,0,0,4.33,4/4/20,"6,543",3/28/20,"7,790","268,518",2.9
Wyoming,4/11/20,577737,261,45.18,0,0,22,10.57142857,0,0,0,3.81,4/11/20,"5,794",4/4/20,"11,212","270,013",4.15
Wyoming,4/18/20,577737,309,53.48,2,0.35,4,6.857142857,0,0.285714286,0,0.69,4/18/20,"4,381",4/11/20,"14,302","270,013",5.3
Wyoming,4/25/20,577737,491,84.99,7,1.21,18,26,0,0.714285714,0,3.12,4/25/20,"3,497",4/18/20,"16,566","270,013",6.14
Wyoming,5/2/20,577737,579,100.22,7,1.21,13,12.57142857,0,0,0,2.25,5/2/20,"2,854",4/25/20,"17,521","270,013",6.49
Wyoming,5/9/20,577737,653,113.03,7,1.21,9,10.57142857,0,0,0,1.56,5/9/20,"3,297",5/2/20,"17,928","270,013",6.64
Wyoming,5/16/20,577737,741,128.26,7,1.21,25,12.57142857,0,0,0,4.33,5/16/20,"2,303",5/9/20,"17,335","270,013",6.42
Wyoming,5/23/20,577737,813,140.72,12,2.08,10,10.28571429,0,0.714285714,0,1.73,5/23/20,"2,800",5/16/20,"17,631","270,013",6.53
Wyoming,5/30/20,577737,898,155.43,16,2.77,7,12.14285714,1,0.571428571,0.17,1.21,5/30/20,"2,421",5/23/20,"15,853","270,013",5.87
Wyoming,6/6/20,577737,939,162.53,17,2.94,6,5.857142857,0,0.142857143,0,1.04,6/6/20,"2,013",5/30/20,"15,552","270,013",5.76
Wyoming,6/13/20,577737,1050,181.74,18,3.12,23,15.85714286,0,0.142857143,0,3.98,6/13/20,"1,539",6/6/20,"15,371","270,013",5.69
Wyoming,6/20/20,577737,1179,204.07,20,3.46,6,18.42857143,0,0.285714286,0,1.04,6/20/20,"1,402",6/13/20,"15,070","270,013",5.58
Wyoming,6/27/20,577737,1392,240.94,20,3.46,24,30.42857143,0,0,0,4.15,6/27/20,"1,418",6/20/20,"14,494","270,013",5.37
Wyoming,7/4/20,577737,1606,277.98,20,3.46,24,30.57142857,0,0,0,4.15,7/4/20,"1,338",6/27/20,"14,048","270,013",5.2
