State,Date,total_population,cumulative_cases,cumulative_cases_per_100_000,cumulative_deaths,cumulative_deaths_per_100_000,new_cases,new_cases_7_day_rolling_avg,new_deaths,new_deaths_7_day_rolling_avg,new_deaths_per_100_000,new_cases_per_100_000,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Nevada,3/14/20,3034392,20,0.66,0,0,2,2.571428571,0,0,0,0.07,3/14/20,"6,356",3/7/20,"19,475","1,371,969",1.42
Nevada,3/21/20,3034392,161,5.31,2,0.07,0,20.14285714,0,0.285714286,0,0,3/21/20,"92,298",3/14/20,"19,822","1,371,969",1.44
Nevada,3/28/20,3034392,626,20.63,10,0.33,90,66.42857143,0,1.142857143,0,2.97,3/28/20,"71,942",3/21/20,"58,798","1,371,969",4.29
Nevada,4/4/20,3034392,1742,57.41,46,1.52,228,159.4285714,3,5.142857143,0.1,7.51,4/4/20,"79,285",3/28/20,"131,121","1,371,969",9.56
Nevada,4/11/20,3034392,2702,89.05,102,3.36,-20,163.3333333,12,8,0.4,-0.66,4/11/20,"58,641",4/4/20,"189,007","1,379,654",13.7
Nevada,4/18/20,3034392,3626,119.5,151,4.98,102,132,9,7,0.3,3.36,4/18/20,"39,496",4/11/20,"231,618","1,379,654",16.79
Nevada,4/25/20,3034392,4539,149.59,205,6.76,141,130.4285714,8,7.714285714,0.26,4.65,4/25/20,"42,541",4/18/20,"274,850","1,379,654",19.92
Nevada,5/2/20,3034392,5389,177.6,255,8.4,141,147.3333333,9,7.142857143,0.3,4.65,5/2/20,"28,550",4/25/20,"303,573","1,379,654",22
Nevada,5/9/20,3034392,6171,203.37,313,10.32,251,111.7142857,19,10.16666667,0.63,8.27,5/9/20,"21,635",5/2/20,"324,444","1,379,654",23.52
Nevada,5/16/20,3034392,6813,224.53,347,11.44,80,115.5,4,6.166666667,0.13,2.64,5/16/20,"17,837",5/9/20,"369,041","1,379,654",26.75
Nevada,5/23/20,3034392,7526,248.02,387,12.75,1,101.8571429,1,5.714285714,0.03,0.03,5/23/20,"15,607",5/16/20,"343,030","1,379,654",24.86
Nevada,5/30/20,3034392,8517,280.68,417,13.74,141,141.5714286,11,6.166666667,0.36,4.65,5/30/20,"11,337",5/23/20,"335,043","1,379,654",24.28
Nevada,6/6/20,3034392,9491,312.78,437,14.4,182,139.1428571,1,3.5,0.03,6,6/6/20,"10,748",5/30/20,"334,182","1,379,654",24.22
Nevada,6/13/20,3034392,10997,362.41,462,15.23,293,215.1428571,1,3.571428571,0.03,9.66,6/13/20,"10,620",6/6/20,"312,009","1,379,654",22.62
Nevada,6/20/20,3034392,12976,427.63,486,16.02,452,282.7142857,7,3.428571429,0.23,14.9,6/20/20,"10,347",6/13/20,"294,649","1,379,654",21.36
Nevada,6/27/20,3034392,16339,538.46,500,16.48,1099,480.4285714,2,2,0.07,36.22,6/27/20,"11,110",6/20/20,"286,943","1,379,654",20.8
Nevada,7/4/20,3034392,21575,711.02,530,17.47,857,748,2,4.285714286,0.07,28.24,7/4/20,"12,484",6/27/20,"287,968","1,379,654",20.87
New Hampshire,2/1/20,1356458,0,0,0,0,0,0,0,0,0,0,2/1/20,456,1/25/20,"4,033","654,468",0.62
New Hampshire,2/8/20,1356458,0,0,0,0,0,0,0,0,0,0,2/8/20,507,2/1/20,"4,050","654,468",0.62
New Hampshire,2/15/20,1356458,0,0,0,0,0,0,0,0,0,0,2/15/20,424,2/8/20,"4,015","654,468",0.61
New Hampshire,2/22/20,1356458,0,0,0,0,0,0,0,0,0,0,2/22/20,444,2/15/20,"3,936","654,468",0.6
New Hampshire,2/29/20,1356458,0,0,0,0,0,0,0,0,0,0,2/29/20,894,2/22/20,"4,048","654,468",0.62
New Hampshire,3/7/20,1356458,2,0.15,0,0,0,0.285714286,0,0,0,0,3/7/20,495,2/29/20,"4,475","654,468",0.68
New Hampshire,3/14/20,1356458,7,0.52,0,0,1,0.714285714,0,0,0,0.07,3/14/20,642,3/7/20,"3,909","654,468",0.6
New Hampshire,3/21/20,1356458,61,4.5,0,0,8,7.714285714,0,0,0,0.59,3/21/20,"29,379",3/14/20,"4,024","654,468",0.61
New Hampshire,3/28/20,1356458,187,13.79,2,0.15,29,18,1,0.285714286,0.07,2.14,3/28/20,"31,378",3/21/20,"27,321","654,468",4.17
New Hampshire,4/4/20,1356458,540,39.81,7,0.52,61,50.42857143,2,0.714285714,0.15,4.5,4/4/20,"39,202",3/28/20,"52,166","654,468",7.97
New Hampshire,4/11/20,1356458,885,65.24,22,1.62,66,49.28571429,1,2.142857143,0.07,4.87,4/11/20,"25,273",4/4/20,"79,979","649,845",12.31
New Hampshire,4/18/20,1356458,1342,98.93,38,2.8,55,86.66666667,1,2.285714286,0.07,4.05,4/18/20,"20,414",4/11/20,"93,783","649,845",14.43
New Hampshire,4/25/20,1356458,1797,132.48,53,3.91,77,65,0,2.142857143,0,5.68,4/25/20,"15,001",4/18/20,"106,841","649,845",16.44
New Hampshire,5/2/20,1356458,2429,179.07,84,6.19,119,90.28571429,3,4.428571429,0.22,8.77,5/2/20,"12,475",4/25/20,"115,580","649,845",17.79
New Hampshire,5/9/20,1356458,3011,221.98,131,9.66,64,83.14285714,10,6.714285714,0.74,4.72,5/9/20,"10,016",5/2/20,"116,768","649,845",17.97
New Hampshire,5/16/20,1356458,3556,262.15,171,12.61,103,77.85714286,20,5.714285714,1.47,7.59,5/16/20,"8,794",5/9/20,"114,450","649,845",17.61
New Hampshire,5/23/20,1356458,4089,301.45,208,15.33,75,76.14285714,4,5.285714286,0.29,5.53,5/23/20,"7,266",5/16/20,"109,184","649,845",16.8
New Hampshire,5/30/20,1356458,4492,331.16,238,17.55,0,57.57142857,0,4.285714286,0,0,5/30/20,"6,127",5/23/20,"100,769","649,845",15.51
New Hampshire,6/6/20,1356458,5019,370.01,283,20.86,66,75.28571429,5,6.428571429,0.37,4.87,6/6/20,"6,303",5/30/20,"102,189","649,845",15.73
New Hampshire,6/13/20,1356458,5299,390.65,318,23.44,48,40,3,5,0.22,3.54,6/13/20,"6,431",6/6/20,"98,440","649,845",15.15
New Hampshire,6/20/20,1356458,5518,406.79,339,24.99,32,31.28571429,2,3,0.15,2.36,6/20/20,"5,413",6/13/20,"92,776","649,845",14.28
New Hampshire,6/27/20,1356458,5717,421.47,367,27.06,46,28.42857143,2,4,0.15,3.39,6/27/20,"5,163",6/20/20,"86,586","649,845",13.32
New Hampshire,7/4/20,1356458,5872,432.89,379,27.94,15,22.14285714,3,1.714285714,0.22,1.11,7/4/20,"5,776",6/27/20,"74,476","649,845",11.46
New Jersey,2/1/20,8908520,0,0,0,0,0,0,0,0,0,0,2/1/20,"8,304",1/25/20,"110,022","4,015,146",2.74
New Jersey,2/8/20,8908520,0,0,0,0,0,0,0,0,0,0,2/8/20,"9,288",2/1/20,"109,931","4,015,146",2.74
New Jersey,2/15/20,8908520,0,0,0,0,0,0,0,0,0,0,2/15/20,"8,550",2/8/20,"110,016","4,015,146",2.74
New Jersey,2/22/20,8908520,0,0,0,0,0,0,0,0,0,0,2/22/20,"8,396",2/15/20,"109,265","4,015,146",2.72
New Jersey,2/29/20,8908520,0,0,0,0,0,0,0,0,0,0,2/29/20,"7,773",2/22/20,"110,902","4,015,146",2.76
New Jersey,3/7/20,8908520,4,0.04,0,0,2,0.571428571,0,0,0,0.02,3/7/20,"7,996",2/29/20,"107,646","4,015,146",2.68
New Jersey,3/14/20,8908520,69,0.77,1,0.01,20,9.285714286,0,0.142857143,0,0.22,3/14/20,"9,467",3/7/20,"104,283","4,015,146",2.6
New Jersey,3/21/20,8908520,1327,14.9,16,0.18,437,179.7142857,5,2.142857143,0.06,4.91,3/21/20,"115,815",3/14/20,"105,840","4,015,146",2.64
New Jersey,3/28/20,8908520,11124,124.87,140,1.57,2299,1399.571429,32,17.71428571,0.36,25.81,3/28/20,"206,253",3/21/20,"156,181","4,015,146",3.89
New Jersey,4/4/20,8908520,34124,383.05,846,9.5,4229,3285.714286,200,100.8571429,2.25,47.47,4/4/20,"214,836",3/28/20,"276,119","4,015,146",6.88
New Jersey,4/11/20,8908520,58151,652.76,2183,24.5,3563,3432.428571,251,191,2.82,40,4/11/20,"141,420",4/4/20,"429,388","4,025,826",10.67
New Jersey,4/18/20,8908520,81420,913.96,4070,45.69,2953,3324.142857,230,269.5714286,2.58,33.15,4/18/20,"140,139",4/11/20,"556,005","4,025,826",13.81
New Jersey,4/25/20,8908520,105498,1184.24,5914,66.39,3302,3439.714286,231,263.4285714,2.59,37.07,4/25/20,"71,966",4/18/20,"621,753","4,025,826",15.44
New Jersey,5/2/20,8908520,123717,1388.75,7742,86.91,2527,2602.714286,204,261.1428571,2.29,28.37,5/2/20,"88,326",4/25/20,"642,651","4,025,826",15.96
New Jersey,5/9/20,8908520,137397,1542.31,9116,102.33,1557,1954.285714,156,196.2857143,1.75,17.48,5/9/20,"69,689",5/2/20,"715,433","4,025,826",17.77
New Jersey,5/16/20,8908520,145089,1628.65,10261,115.18,1105,1098.857143,113,163.5714286,1.27,12.4,5/16/20,"42,365",5/9/20,"601,770","4,025,826",14.95
New Jersey,5/23/20,8908520,153140,1719.03,11082,124.4,561,1150.142857,97,117.2857143,1.09,6.3,5/23/20,"34,410",5/16/20,"586,532","4,025,826",14.57
New Jersey,5/30/20,8908520,159608,1791.63,11634,130.59,764,924,103,78.85714286,1.16,8.58,5/30/20,"26,752",5/23/20,"547,913","4,025,826",13.61
New Jersey,6/6/20,8908520,163893,1839.73,12106,135.89,557,612.1428571,57,67.42857143,0.64,6.25,6/6/20,"23,166",5/30/20,"559,057","4,025,826",13.89
New Jersey,6/13/20,8908520,166605,1870.18,12621,141.67,441,387.4285714,132,73.57142857,1.48,4.95,6/13/20,"26,438",6/6/20,"538,269","4,025,826",13.37
New Jersey,6/20/20,8908520,168834,1895.2,12924,145.07,338,318.4285714,22,43.28571429,0.25,3.79,6/20/20,"33,027",6/13/20,"528,173","4,025,826",13.12
New Jersey,6/27/20,8908520,170873,1918.09,14948,167.79,289,289.1666667,34,38,0.38,3.24,6/27/20,"27,992",6/20/20,"519,167","4,025,826",12.9
New Jersey,7/4/20,8908520,173033,1942.33,15189,170.5,291,308.5714286,25,34.42857143,0.28,3.27,7/4/20,"47,402",6/27/20,"491,778","4,025,826",12.22
New Mexico,2/1/20,2095428,0,0,0,0,0,0,0,0,0,0,2/1/20,784,1/25/20,"10,066","799,085",1.26
New Mexico,2/8/20,2095428,0,0,0,0,0,0,0,0,0,0,2/8/20,873,2/1/20,"9,965","799,085",1.25
New Mexico,2/15/20,2095428,0,0,0,0,0,0,0,0,0,0,2/15/20,725,2/8/20,"9,987","799,085",1.25
New Mexico,2/22/20,2095428,0,0,0,0,0,0,0,0,0,0,2/22/20,737,2/15/20,"10,051","799,085",1.26
New Mexico,2/29/20,2095428,0,0,0,0,0,0,0,0,0,0,2/29/20,681,2/22/20,"10,039","799,085",1.26
New Mexico,3/7/20,2095428,0,0,0,0,0,0,0,0,0,0,3/7/20,690,2/29/20,"9,845","799,085",1.23
New Mexico,3/14/20,2095428,13,0.62,0,0,3,1.857142857,0,0,0,0.14,3/14/20,869,3/7/20,"9,566","799,085",1.2
New Mexico,3/21/20,2095428,55,2.62,0,0,13,6,0,0,0,0.62,3/21/20,"18,105",3/14/20,"9,288","799,085",1.16
New Mexico,3/28/20,2095428,208,9.93,1,0.05,72,21.85714286,0,0.142857143,0,3.44,3/28/20,"27,849",3/21/20,"20,087","799,085",2.51
New Mexico,4/4/20,2095428,506,24.15,11,0.52,16,42.57142857,1,1.428571429,0.05,0.76,4/4/20,"26,132",3/28/20,"44,829","799,085",5.61
New Mexico,4/11/20,2095428,1091,52.07,19,0.91,10,83.57142857,2,1.142857143,0.1,0.48,4/11/20,"19,043",4/4/20,"62,686","802,978",7.81
New Mexico,4/18/20,2095428,1798,85.81,53,2.53,201,101,9,4.857142857,0.43,9.59,4/18/20,"13,621",4/11/20,"80,986","802,978",10.09
New Mexico,4/25/20,2095428,2660,126.94,93,4.44,139,123.1428571,9,5.714285714,0.43,6.63,4/25/20,"12,093",4/18/20,"94,149","802,978",11.72
New Mexico,5/2/20,2095428,3732,178.1,138,6.59,219,153.1428571,7,6.428571429,0.33,10.45,5/2/20,"13,675",4/25/20,"96,157","802,978",11.98
New Mexico,5/9/20,2095428,4778,228.02,191,9.12,105,149.4285714,10,7.571428571,0.48,5.01,5/9/20,"8,024",5/2/20,"101,132","802,978",12.59
New Mexico,5/16/20,2095428,5847,279.04,259,12.36,185,152.7142857,6,9.714285714,0.29,8.83,5/16/20,"7,356",5/9/20,"103,949","802,978",12.95
New Mexico,5/23/20,2095428,6625,316.16,302,14.41,0,111.1428571,0,6.142857143,0,0,5/23/20,"7,058",5/16/20,"108,714","802,978",13.54
New Mexico,5/30/20,2095428,7624,363.84,351,16.75,131,142.7142857,7,7,0.33,6.25,5/30/20,"6,672",5/23/20,"105,755","802,978",13.17
New Mexico,6/6/20,2095428,8800,419.96,392,18.71,128,168,5,5.857142857,0.24,6.11,6/6/20,"5,290",5/30/20,"104,019","802,978",12.95
New Mexico,6/13/20,2095428,9621,459.14,431,20.57,95,117.2857143,11,5.571428571,0.52,4.53,6/13/20,"5,111",6/6/20,"102,087","802,978",12.71
New Mexico,6/20/20,2095428,10430,497.75,466,22.24,170,115.5714286,2,5,0.1,8.11,6/20/20,"4,945",6/13/20,"100,348","802,978",12.5
New Mexico,6/27/20,2095428,11619,554.49,491,23.43,211,169.8571429,2,3.571428571,0.1,10.07,6/27/20,"5,083",6/20/20,"95,903","802,978",11.94
New Mexico,7/4/20,2095428,13063,623.4,513,24.48,287,206.2857143,2,3.142857143,0.1,13.7,7/4/20,"5,666",6/27/20,"96,390","802,978",12
New York,2/1/20,19542209,0,0,0,0,0,0,0,0,0,0,2/1/20,"16,545",1/25/20,"165,715","9,380,736",1.77
New York,2/8/20,19542209,0,0,0,0,0,0,0,0,0,0,2/8/20,"15,010",2/1/20,"163,393","9,380,736",1.74
New York,2/15/20,19542209,0,0,0,0,0,0,0,0,0,0,2/15/20,"14,333",2/8/20,"164,111","9,380,736",1.75
New York,2/22/20,19542209,0,0,0,0,0,0,0,0,0,0,2/22/20,"14,144",2/15/20,"163,220","9,380,736",1.74
New York,2/29/20,19542209,0,0,0,0,0,0,0,0,0,0,2/29/20,"31,208",2/22/20,"182,691","9,380,736",1.95
New York,3/7/20,19542209,76,0.39,0,0,45,10.85714286,0,0,0,0.23,3/7/20,"14,035",2/29/20,"161,892","9,380,736",1.73
New York,3/14/20,19542209,613,3.14,5,0.03,192,76.71428571,3,0.714285714,0.02,0.98,3/14/20,"14,272",3/7/20,"158,268","9,380,736",1.69
New York,3/21/20,19542209,11727,60.01,195,1,3324,1587.714286,48,27.14285714,0.25,17.01,3/21/20,"79,999",3/14/20,"167,214","9,380,736",1.78
New York,3/28/20,19542209,52410,268.19,1601,8.19,7534,5811.857143,374,200.8571429,1.91,38.55,3/28/20,"366,595",3/21/20,"314,710","9,380,736",3.35
New York,4/4/20,19542209,113833,582.5,6110,31.27,10846,8774.714286,591,644.1428571,3.02,55.5,4/4/20,"344,451",3/28/20,"712,544","9,380,736",7.6
New York,4/11/20,19542209,181026,926.33,12777,65.38,8678,9599,927,952.4285714,4.74,44.41,4/11/20,"394,701",4/4/20,"1,121,191","9,408,510",11.92
New York,4/18/20,19542209,237474,1215.19,19236,98.43,6877,8064,1046,922.7142857,5.35,35.19,4/18/20,"205,184",4/11/20,"1,354,496","9,408,510",14.4
New York,4/25/20,19542209,282143,1443.76,22511,115.19,10553,6381.285714,435,567.6666667,2.23,54,4/25/20,"219,413",4/18/20,"1,616,809","9,408,510",17.18
New York,5/2/20,19542209,312977,1601.54,25211,129.01,4663,4404.857143,290,385.7142857,1.48,23.86,5/2/20,"195,110",4/25/20,"1,749,571","9,408,510",18.6
New York,5/9/20,19542209,333122,1704.63,27466,140.55,2715,2877.857143,221,322.1428571,1.13,13.89,5/9/20,"199,419",5/2/20,"1,846,154","9,408,510",19.62
New York,5/16/20,19542209,348232,1781.95,28857,147.66,2419,2158.571429,172,198.7142857,0.88,12.38,5/16/20,"223,962",5/9/20,"1,873,935","9,408,510",19.92
New York,5/23/20,19542209,359926,1841.79,29771,152.34,1772,1670.571429,189,130.5714286,0.97,9.07,5/23/20,"189,087",5/16/20,"1,811,012","9,408,510",19.25
New York,5/30/20,19542209,369660,1891.6,30429,155.71,1376,1390.571429,87,94,0.45,7.04,5/30/20,"81,926",5/23/20,"1,756,703","9,408,510",18.67
New York,6/6/20,19542209,377316,1930.77,30974,158.5,1108,1093.714286,49,77.85714286,0.25,5.67,6/6/20,"93,799",5/30/20,"1,694,809","9,408,510",18.01
New York,6/13/20,19542209,382630,1957.97,31441,160.89,916,759.1428571,18,66.71428571,0.09,4.69,6/13/20,"95,150",6/6/20,"1,677,037","9,408,510",17.82
New York,6/20/20,19542209,387272,1981.72,31703,162.23,716,663.1428571,79,37.42857143,0.4,3.66,6/20/20,"89,031",6/13/20,"1,649,863","9,408,510",17.54
New York,6/27/20,19542209,391923,2005.52,31938,163.43,703,664.4285714,17,33.57142857,0.09,3.6,6/27/20,"89,834",6/20/20,"1,611,991","9,408,510",17.13
New York,7/4/20,19542209,396598,2029.44,32157,164.55,726,667.8571429,20,31.28571429,0.1,3.72,7/4/20,"93,740",6/27/20,"1,598,667","9,408,510",16.99
North Carolina,2/1/20,10383620,0,0,0,0,0,0,0,0,0,0,2/1/20,"3,611",1/25/20,"22,342","4,381,417",0.51
North Carolina,2/8/20,10383620,0,0,0,0,0,0,0,0,0,0,2/8/20,"3,326",2/1/20,"22,044","4,381,417",0.5
North Carolina,2/15/20,10383620,0,0,0,0,0,0,0,0,0,0,2/15/20,"3,094",2/8/20,"21,972","4,381,417",0.5
North Carolina,2/22/20,10383620,0,0,0,0,0,0,0,0,0,0,2/22/20,"2,852",2/15/20,"21,630","4,381,417",0.49
North Carolina,2/29/20,10383620,0,0,0,0,0,0,0,0,0,0,2/29/20,"1,767",2/22/20,"21,188","4,381,417",0.48
North Carolina,3/7/20,10383620,2,0.02,0,0,0,0.285714286,0,0,0,0,3/7/20,"2,575",2/29/20,"20,196","4,381,417",0.46
North Carolina,3/14/20,10383620,25,0.24,0,0,8,3.285714286,0,0,0,0.08,3/14/20,"3,533",3/7/20,"19,683","4,381,417",0.45
North Carolina,3/21/20,10383620,256,2.47,0,0,67,33,0,0,0,0.65,3/21/20,"94,083",3/14/20,"20,652","4,381,417",0.47
North Carolina,3/28/20,10383620,1020,9.82,5,0.05,133,109.1428571,1,0.714285714,0.01,1.28,3/28/20,"172,145",3/21/20,"75,220","4,381,417",1.72
North Carolina,4/4/20,10383620,2486,23.94,34,0.33,235,209.4285714,7,4.142857143,0.07,2.26,4/4/20,"137,422",3/28/20,"245,692","4,381,417",5.61
North Carolina,4/11/20,10383620,4354,41.93,89,0.86,389,266.8571429,6,7.857142857,0.06,3.75,4/11/20,"140,155",4/4/20,"362,989","4,402,750",8.24
North Carolina,4/18/20,10383620,6328,60.94,187,1.8,283,282,10,14,0.1,2.73,4/18/20,"106,266",4/11/20,"468,283","4,402,750",10.64
North Carolina,4/25/20,10383620,8768,84.44,305,2.94,478,348.5714286,11,16.85714286,0.11,4.6,4/25/20,"98,941",4/18/20,"555,039","4,402,750",12.61
North Carolina,5/2/20,10383620,11588,111.6,431,4.15,518,402.8571429,12,18,0.12,4.99,5/2/20,"85,956",4/25/20,"591,045","4,402,750",13.42
North Carolina,5/9/20,10383620,14478,139.43,551,5.31,472,412.8571429,21,17.14285714,0.2,4.55,5/9/20,"57,354",5/2/20,"619,809","4,402,750",14.08
North Carolina,5/16/20,10383620,18130,174.6,676,6.51,636,521.7142857,9,17.85714286,0.09,6.13,5/16/20,"46,913",5/9/20,"605,709","4,402,750",13.76
North Carolina,5/23/20,10383620,22864,220.19,778,7.49,754,676.2857143,3,14.57142857,0.03,7.26,5/23/20,"44,202",5/16/20,"564,068","4,402,750",12.81
North Carolina,5/30/20,10383620,27794,267.67,929,8.95,909,704.2857143,10,21.57142857,0.1,8.75,5/30/20,"37,047",5/23/20,"547,988","4,402,750",12.45
North Carolina,6/6/20,10383620,34718,334.35,1028,9.9,1423,989.1428571,13,14.14285714,0.13,13.7,6/6/20,"33,865",5/30/20,"537,652","4,402,750",12.21
North Carolina,6/13/20,10383620,42845,412.62,1127,10.85,1428,1161,6,14.14285714,0.06,13.75,6/13/20,"32,188",6/6/20,"524,787","4,402,750",11.92
North Carolina,6/20/20,10383620,51390,494.91,1215,11.7,1605,1220.714286,13,12.57142857,0.13,15.46,6/20/20,"29,199",6/13/20,"529,343","4,402,750",12.02
North Carolina,6/27/20,10383620,60812,585.65,1353,13.03,1654,1346,5,19.71428571,0.05,15.93,6/27/20,"29,580",6/20/20,"463,568","4,402,750",10.53
North Carolina,7/4/20,10383620,71670,690.22,1422,13.69,1408,1551.142857,3,11.66666667,0.03,13.56,7/4/20,"27,937",6/27/20,"412,353","4,402,750",9.37
North Dakota,2/1/20,760077,0,0,0,0,0,0,0,0,0,0,2/1/20,447,1/25/20,"6,782","411,624",1.65
North Dakota,2/8/20,760077,0,0,0,0,0,0,0,0,0,0,2/8/20,526,2/1/20,"6,838","411,624",1.66
North Dakota,2/15/20,760077,0,0,0,0,0,0,0,0,0,0,2/15/20,457,2/8/20,"6,924","411,624",1.68
North Dakota,2/22/20,760077,0,0,0,0,0,0,0,0,0,0,2/22/20,435,2/15/20,"6,886","411,624",1.67
North Dakota,2/29/20,760077,0,0,0,0,0,0,0,0,0,0,2/29/20,363,2/22/20,"6,795","411,624",1.65
North Dakota,3/7/20,760077,0,0,0,0,0,0,0,0,0,0,3/7/20,423,2/29/20,"6,543","411,624",1.59
North Dakota,3/14/20,760077,1,0.13,0,0,0,0.142857143,0,0,0,0,3/14/20,415,3/7/20,"6,349","411,624",1.54
North Dakota,3/21/20,760077,28,3.68,0,0,2,3.857142857,0,0,0,0.26,3/21/20,"5,662",3/14/20,"6,169","411,624",1.5
North Dakota,3/28/20,760077,94,12.37,1,0.13,26,9.428571429,0,0.142857143,0,3.42,3/28/20,"11,818",3/21/20,"8,534","411,624",2.07
North Dakota,4/4/20,760077,186,24.47,3,0.39,13,13.14285714,0,0.285714286,0,1.71,4/4/20,"15,125",3/28/20,"16,036","411,624",3.9
North Dakota,4/11/20,760077,293,38.55,7,0.92,15,15.28571429,1,0.571428571,0.13,1.97,4/11/20,"9,502",4/4/20,"24,554","412,797",5.95
North Dakota,4/18/20,760077,528,69.47,9,1.18,135,33.57142857,0,0.285714286,0,17.76,4/18/20,"8,065",4/11/20,"33,563","412,797",8.13
North Dakota,4/25/20,760077,803,105.65,16,2.11,55,39.28571429,1,1,0.13,7.24,4/25/20,"6,274",4/18/20,"35,513","412,797",8.6
North Dakota,5/2/20,760077,1153,151.7,24,3.16,46,50,1,1.142857143,0.13,6.05,5/2/20,"4,044",4/25/20,"35,827","412,797",8.68
North Dakota,5/9/20,760077,1464,192.61,35,4.6,39,44.42857143,2,1.571428571,0.26,5.13,5/9/20,"2,753",5/2/20,"35,921","412,797",8.7
North Dakota,5/16/20,760077,1848,243.13,42,5.53,87,54.85714286,0,1,0,11.45,5/16/20,"2,619",5/9/20,"32,399","412,797",7.85
North Dakota,5/23/20,760077,2365,311.15,52,6.84,48,73.85714286,0,1.428571429,0,6.32,5/23/20,"2,978",5/16/20,"31,100","412,797",7.53
North Dakota,5/30/20,760077,2554,336.02,60,7.89,34,37.33333333,1,1.142857143,0.13,4.47,5/30/20,"2,315",5/23/20,"30,806","412,797",7.46
North Dakota,6/6/20,760077,2816,370.49,72,9.47,71,37.42857143,1,1.714285714,0.13,9.34,6/6/20,"2,252",5/30/20,"29,855","412,797",7.23
North Dakota,6/13/20,760077,3058,402.33,74,9.74,42,34.57142857,0,0.285714286,0,5.53,6/13/20,"2,073",6/6/20,"29,103","412,797",7.05
North Dakota,6/20/20,760077,3251,427.72,76,10,25,27.57142857,0,0.285714286,0,3.29,6/20/20,"1,821",6/13/20,"28,736","412,797",6.96
North Dakota,6/27/20,760077,3458,454.95,78,10.26,37,29.57142857,0,0.285714286,0,4.87,6/27/20,"1,511",6/20/20,"28,446","412,797",6.89
North Dakota,7/4/20,760077,3779,497.19,80,10.53,57,45.85714286,0,0.285714286,0,7.5,7/4/20,"1,720",6/27/20,"27,021","412,797",6.55
Ohio,2/1/20,11689442,0,0,0,0,0,0,0,0,0,0,2/1/20,"7,329",1/25/20,"72,622","5,338,723",1.36
Ohio,2/8/20,11689442,0,0,0,0,0,0,0,0,0,0,2/8/20,"6,825",2/1/20,"71,442","5,338,723",1.34
Ohio,2/15/20,11689442,0,0,0,0,0,0,0,0,0,0,2/15/20,"6,532",2/8/20,"71,214","5,338,723",1.33
Ohio,2/22/20,11689442,0,0,0,0,0,0,0,0,0,0,2/22/20,"6,208",2/15/20,"70,924","5,338,723",1.33
Ohio,2/29/20,11689442,0,0,0,0,0,0,0,0,0,0,2/29/20,"9,916",2/22/20,"70,655","5,338,723",1.32
Ohio,3/7/20,11689442,0,0,0,0,0,0,0,0,0,0,3/7/20,"6,545",2/29/20,"73,123","5,338,723",1.37
Ohio,3/14/20,11689442,26,0.22,0,0,14,3.714285714,0,0,0,0.12,3/14/20,"7,046",3/7/20,"68,516","5,338,723",1.28
Ohio,3/21/20,11689442,247,2.11,3,0.03,74,31.57142857,0,0.428571429,0,0.63,3/21/20,"196,309",3/14/20,"68,323","5,338,723",1.28
Ohio,3/28/20,11689442,1406,12.03,25,0.21,269,165.5714286,6,3.142857143,0.05,2.3,3/28/20,"274,288",3/21/20,"214,273","5,338,723",4.01
Ohio,4/4/20,11689442,3739,31.99,102,0.87,427,333.2857143,11,11,0.09,3.65,4/4/20,"226,191",3/28/20,"450,061","5,338,723",8.43
Ohio,4/11/20,11689442,6250,53.47,247,2.11,372,358.7142857,16,20.71428571,0.14,3.18,4/11/20,"159,317",4/4/20,"622,669","5,346,565",11.65
Ohio,4/18/20,11689442,10222,87.45,451,3.86,1115,567.4285714,33,29.14285714,0.28,9.54,4/18/20,"109,830",4/11/20,"717,842","5,346,565",13.43
Ohio,4/25/20,11689442,15587,133.34,711,6.08,418,766.4285714,21,37.14285714,0.18,3.58,4/25/20,"93,599",4/18/20,"777,214","5,346,565",14.54
Ohio,5/2/20,11689442,19335,165.41,1022,8.74,592,535.4285714,19,44.42857143,0.16,5.06,5/2/20,"61,487",4/25/20,"759,435","5,346,565",14.2
Ohio,5/9/20,11689442,23697,202.72,1331,11.39,681,623.1428571,25,44.14285714,0.21,5.83,5/9/20,"52,255",5/2/20,"745,886","5,346,565",13.95
Ohio,5/16/20,11689442,27474,235.03,1610,13.77,520,539.5714286,29,39.85714286,0.25,4.45,5/16/20,"46,862",5/9/20,"704,784","5,346,565",13.18
Ohio,5/23/20,11689442,31408,268.69,1956,16.73,614,562,84,49.42857143,0.72,5.25,5/23/20,"42,585",5/16/20,"636,869","5,346,565",11.91
Ohio,5/30/20,11689442,35033,299.7,2149,18.38,467,517.8571429,18,27.57142857,0.15,4,5/30/20,"35,078",5/23/20,"566,546","5,346,565",10.6
Ohio,6/6/20,11689442,38111,326.03,2372,20.29,353,439.7142857,15,31.85714286,0.13,3.02,6/6/20,"36,154",5/30/20,"533,347","5,346,565",9.98
Ohio,6/13/20,11689442,40851,349.47,2556,21.87,427,391.4285714,46,26.28571429,0.39,3.65,6/13/20,"33,139",6/6/20,"492,958","5,346,565",9.22
Ohio,6/20/20,11689442,44261,378.64,2697,23.07,530,487.1428571,30,20.14285714,0.26,4.53,6/20/20,"34,926",6/13/20,"466,363","5,346,565",8.72
